observationid,region,year,month,quarter,type,averageprice,totalvolume,supplierid
14865,Miami/Ft. Lauderdale,2016,1,1,Organic,1.49,2528.26,A
5695,Louisville,2018,8,3,Organic,1.7,2531.99,C
15554,Miami/Ft. Lauderdale,2016,4,2,Organic,1.57,2548.55,A
4456,Boise,2018,3,1,Organic,1.85,2550.59,C
15073,Jacksonville,2016,2,1,Organic,1.73,2550.87,A
3926,Boise,2018,1,1,Organic,1.77,2553.9,C
15284,Indianapolis,2016,3,1,Organic,1.39,2555.93,A
710,Jacksonville,2019,2,1,Organic,1.28,2558.98,C
17412,New Orleans/Mobile,2016,12,4,Organic,1.43,2560.46,A
16268,Syracuse,2016,7,3,Organic,1.6,2561.43,A
15374,Boise,2016,3,1,Organic,1.41,2565.18,A
10464,Jacksonville,2017,6,2,Organic,2.12,2568.09,C
4400,Albany,2018,3,1,Organic,1.68,2570.52,C
11814,Spokane,2017,12,4,Organic,1.92,2575.42,C
10866,Albany,2017,8,3,Organic,1.98,2576.49,C
16056,Syracuse,2016,6,2,Organic,1.71,2581.34,A
17457,Indianapolis,2016,12,4,Organic,1.62,2583.94,A
10972,Albany,2017,8,3,Organic,1.86,2584.08,C
9387,Buffalo/Rochester,2017,1,1,Organic,1.5,2590.39,C
4138,Boise,2018,2,1,Organic,1.8,2594.9,C
11469,Jacksonville,2017,10,4,Organic,2.02,2596.43,C
11602,Spokane,2017,11,4,Organic,2.54,2596.51,C
11790,Louisville,2017,12,4,Organic,1.59,2597.34,C
17388,Boise,2016,12,4,Organic,1.14,2610.64,A
15239,New Orleans/Mobile,2016,3,1,Organic,1.37,2612.54,A
14861,Jacksonville,2016,1,1,Organic,1.8,2613.23,A
9910,Syracuse,2017,3,1,Organic,2.12,2614.15,C
16663,Jacksonville,2016,9,3,Organic,1.87,2614.82,A
14749,Grand Rapids,2016,1,1,Organic,1.45,2625.6,A
5301,Albany,2018,7,3,Organic,1.64,2635.18,C
10531,Pittsburgh,2017,6,2,Organic,1.56,2644.9,C
17326,Spokane,2016,12,4,Organic,1.48,2645.69,A
11840,Jacksonville,2017,12,4,Organic,1.59,2646.13,C
10710,Boise,2017,7,3,Organic,2.26,2647.32,C
11102,Miami/Ft. Lauderdale,2017,9,3,Organic,1.67,2647.99,C
16381,Boise,2016,8,3,Organic,1.26,2649.65,A
15232,Jacksonville,2016,3,1,Organic,1.83,2650.6,A
9290,Grand Rapids,2017,1,1,Organic,1.52,2650.61,C
15156,Tampa,2016,2,1,Organic,1.46,2652.11,A
10598,Syracuse,2017,6,2,Organic,2.43,2664,C
11608,Albany,2017,11,4,Organic,1.71,2664.62,C
4615,Boise,2018,4,2,Organic,1.84,2664.86,C
9811,Boise,2017,3,1,Organic,1.25,2665.45,C
15420,Syracuse,2016,3,1,Organic,1.57,2668.42,A
5831,Albany,2018,9,3,Organic,1.63,2669.46,C
5513,Albany,2018,8,3,Organic,1.71,2670.35,C
16610,Jacksonville,2016,9,3,Organic,1.87,2670.47,A
16200,Pittsburgh,2016,7,3,Organic,1.49,2672.71,A
15027,New Orleans/Mobile,2016,2,1,Organic,1.41,2672.99,A
17067,Albany,2016,11,4,Organic,1.93,2674,A
16805,Boise,2016,10,4,Organic,1.33,2674.51,A
11920,Spokane,2017,12,4,Organic,2.14,2675.19,C
15126,Jacksonville,2016,2,1,Organic,1.76,2679.98,A
5142,Albany,2018,6,2,Organic,1.66,2684.4,C
9396,Grand Rapids,2017,1,1,Organic,1.52,2693.59,C
14967,Jacksonville,2016,1,1,Organic,1.74,2697.3,A
10628,New Orleans/Mobile,2017,7,3,Organic,1.89,2700.26,C
16277,Buffalo/Rochester,2016,7,3,Organic,1.62,2705.37,A
14994,Spokane,2016,1,1,Organic,1.42,2705.96,A
5619,Albany,2018,8,3,Organic,1.64,2707.01,C
6364,Boise,2018,11,4,Organic,1.93,2712.93,C
16743,Spokane,2016,9,3,Organic,1.51,2714.12,A
11631,Louisville,2017,11,4,Organic,1.69,2717.83,C
10444,Albany,2017,6,2,Organic,2.04,2719.24,C
1240,Jacksonville,2019,1,1,Organic,1.5,2720.6,C
11867,Spokane,2017,12,4,Organic,2.06,2721.99,C
15473,Syracuse,2016,4,2,Organic,1.46,2724.46,A
11522,Jacksonville,2017,10,4,Organic,2.16,2726.34,C
14808,Jacksonville,2016,1,1,Organic,1.76,2737.65,A
11717,Boise,2017,11,4,Organic,1.47,2741.2,C
10942,Louisville,2017,8,3,Organic,1.67,2741.48,C
9808,Albany,2017,3,1,Organic,1.87,2763.38,C
10604,Boise,2017,7,3,Organic,1.92,2765.03,C
4771,Albany,2018,4,2,Organic,1.79,2769.35,C
5752,New Orleans/Mobile,2018,9,3,Organic,1.45,2769.87,C
14815,New Orleans/Mobile,2016,1,1,Organic,1.52,2774.1,A
15130,Miami/Ft. Lauderdale,2016,2,1,Organic,1.4,2774.54,A
15391,Jacksonville,2016,3,1,Organic,1.73,2778.43,A
15798,Boise,2016,5,2,Organic,1.43,2779.2,A
4668,Boise,2018,4,2,Organic,1.82,2788.3,C
10703,Syracuse,2017,7,3,Organic,2.4,2789.76,C
16003,Syracuse,2016,6,2,Organic,1.49,2790.56,A
1028,Jacksonville,2019,1,1,Organic,1.48,2794.13,C
11549,Spokane,2017,10,4,Organic,2.48,2797.66,C
11389,Southeast,2017,10,4,Organic,2.74,2803.12,C
15186,New Orleans/Mobile,2016,2,1,Organic,1.44,2807.6,A
15948,Spokane,2016,6,2,Organic,1.91,2807.95,A
3996,Jacksonville,2018,1,1,Organic,1.57,2808.84,C
14807,Indianapolis,2016,1,1,Organic,1.51,2816.92,A
9250,New Orleans/Mobile,2017,1,1,Organic,1.3,2818.22,C
11309,Indianapolis,2017,10,4,Organic,2.99,2819.87,C
11443,Spokane,2017,10,4,Organic,2.55,2819.91,C
9226,Boise,2017,1,1,Organic,1.05,2823.82,C
17220,Spokane,2016,11,4,Organic,1.67,2832.01,A
5195,Albany,2018,6,2,Organic,1.64,2835.91,C
4155,Jacksonville,2018,2,1,Organic,1.62,2838.38,C
11708,Spokane,2017,11,4,Organic,2.2,2838.6,C
16911,Boise,2016,10,4,Organic,1.33,2839.61,A
11714,Albany,2017,11,4,Organic,1.57,2841.29,C
4191,Boise,2018,2,1,Organic,1.8,2855.33,C
10992,Jacksonville,2017,8,3,Organic,2.48,2855.78,C
9805,Tampa,2017,3,1,Organic,2.56,2856.05,C
10016,Syracuse,2017,4,2,Organic,2.09,2857.82,C
10319,Pittsburgh,2017,5,2,Organic,1.52,2858.31,C
17245,Indianapolis,2016,11,4,Organic,1.66,2862.28,A
15056,Boise,2016,2,1,Organic,0.87,2863.27,A
15553,Louisville,2016,4,2,Organic,1.4,2863.95,A
4559,Albany,2018,4,2,Organic,1.67,2866.94,C
9270,Spokane,2017,1,1,Organic,1.21,2869.96,C
16215,Syracuse,2016,7,3,Organic,1.64,2872.1,A
15262,Tampa,2016,3,1,Organic,1.5,2873.92,A
16715,Indianapolis,2016,9,3,Organic,1.96,2874.38,A
183,Louisville,2019,3,1,Organic,1.25,2882.78,C
16935,New Orleans/Mobile,2016,10,4,Organic,1.68,2886,A
10020,Albany,2017,4,2,Organic,1.85,2886.48,C
10707,Albany,2017,7,3,Organic,1.87,2889.03,C
5268,Jacksonville,2018,7,3,Organic,1.32,2890.04,C
10145,Indianapolis,2017,4,2,Organic,1.77,2897.1,C
10179,Albany,2017,5,2,Organic,1.79,2897.23,C
10549,Albany,2017,6,2,Organic,2.13,2898.81,C
816,Jacksonville,2019,2,1,Organic,1.25,2899.59,C
14762,New Orleans/Mobile,2016,1,1,Organic,1.52,2906.1,A
15586,Boise,2016,4,2,Organic,1.46,2907.11,A
16542,Buffalo/Rochester,2016,8,3,Organic,1.54,2908.99,A
15427,Boise,2016,4,2,Organic,1.08,2909.88,A
15897,Syracuse,2016,5,2,Organic,1.55,2913.64,A
11178,Spokane,2017,9,3,Organic,2.86,2913.66,C
9295,Indianapolis,2017,1,1,Organic,1.6,2916.96,C
9758,Boise,2017,3,1,Organic,1.16,2918.06,C
16242,Louisville,2016,7,3,Organic,1.26,2918.73,A
10100,New Orleans/Mobile,2017,4,2,Organic,1.74,2924.36,C
11734,Jacksonville,2017,11,4,Organic,1.87,2926.9,C
15418,Spokane,2016,3,1,Organic,1.45,2927.32,A
9721,Jacksonville,2017,3,1,Organic,1.67,2930.17,C
16939,Orlando,2016,10,4,Organic,1.44,2930.31,A
14914,Jacksonville,2016,1,1,Organic,1.66,2934.24,A
6410,Syracuse,2018,11,4,Organic,1.36,2935.2,C
11284,Spokane,2017,9,3,Organic,2.49,2935.97,C
9462,New Orleans/Mobile,2017,1,1,Organic,1.3,2939.28,C
6070,New Orleans/Mobile,2018,10,4,Organic,1.56,2941.01,C
9987,Jacksonville,2017,4,2,Organic,2.07,2942.87,C
6205,Boise,2018,11,4,Organic,1.89,2943.51,C
4721,Boise,2018,4,2,Organic,1.81,2944.53,C
17306,New Orleans/Mobile,2016,12,4,Organic,1.55,2945.91,A
16222,Boise,2016,7,3,Organic,1.54,2947.37,A
16162,Syracuse,2016,7,3,Organic,1.68,2948.8,A
9650,Boise,2017,2,1,Organic,1.15,2949.49,C
14891,Tampa,2016,1,1,Organic,1.59,2951.32,A
16054,Spokane,2016,6,2,Organic,1.75,2952,A
9355,Nashville,2017,1,1,Organic,1.54,2962.13,C
17405,Jacksonville,2016,12,4,Organic,1.27,2966.96,A
587,Boise,2019,2,1,Organic,1.62,2971.42,C
11313,Louisville,2017,10,4,Organic,2.09,2975.53,C
10334,Syracuse,2017,5,2,Organic,2.07,2976.18,C
11260,Louisville,2017,9,3,Organic,1.9,2978.57,C
15895,Spokane,2016,5,2,Organic,1.64,2979.01,A
4350,Boise,2018,3,1,Organic,1.79,2980.6,C
15173,Grand Rapids,2016,2,1,Organic,1.43,2981.75,A
15606,Louisville,2016,4,2,Organic,1.22,2986.31,A
16982,Las Vegas,2016,10,4,Organic,2.3,2988.4,A
10674,Jacksonville,2017,7,3,Organic,2.06,2988.47,C
16821,Indianapolis,2016,10,4,Organic,1.9,2988.84,A
3943,Jacksonville,2018,1,1,Organic,1.43,2989.39,C
1134,Jacksonville,2019,1,1,Organic,1.51,2991.39,C
16372,Spokane,2016,7,3,Organic,1.31,2994.48,A
14848,Charlotte,2016,1,1,Organic,1.92,2997.36,A
16981,Jacksonville,2016,10,4,Organic,1.4,2998.64,A
4158,Louisville,2018,2,1,Organic,1.48,3001.55,C
5675,Boise,2018,8,3,Organic,2.15,3002.98,C
16768,Indianapolis,2016,9,3,Organic,1.97,3007.07,A
10807,Spokane,2017,7,3,Organic,2.66,3010.56,C
15915,Grand Rapids,2016,6,2,Organic,1.28,3011.11,A
16107,Spokane,2016,6,2,Organic,1.76,3011.21,A
11578,Louisville,2017,11,4,Organic,1.7,3013.74,C
16454,Louisville,2016,8,3,Organic,1.59,3017.94,A
10070,Tampa,2017,4,2,Organic,3.17,3018.56,C
14918,Miami/Ft. Lauderdale,2016,1,1,Organic,1.42,3020.48,A
77,Louisville,2019,3,1,Organic,1.38,3020.51,B
16928,Jacksonville,2016,10,4,Organic,1.36,3022.99,A
17064,Tampa,2016,10,4,Organic,1.47,3023.03,A
15019,Indianapolis,2016,2,1,Organic,1.37,3025.26,A
5480,Jacksonville,2018,7,3,Organic,1.45,3025.39,C
16189,Louisville,2016,7,3,Organic,1.25,3026.31,A
15924,Louisville,2016,6,2,Organic,1.19,3028.17,A
11929,Boise,2017,12,4,Organic,1.44,3029.24,C
15050,Tampa,2016,2,1,Organic,1.49,3031.31,A
15235,Louisville,2016,3,1,Organic,0.96,3033.63,A
15047,Spokane,2016,2,1,Organic,1.22,3042.3,A
17178,Buffalo/Rochester,2016,11,4,Organic,1.77,3046.51,A
10126,Albany,2017,4,2,Organic,1.74,3046.63,C
11125,Spokane,2017,9,3,Organic,2.93,3047.66,C
10916,Tampa,2017,8,3,Organic,1.6,3054.66,C
717,New Orleans/Mobile,2019,2,1,Organic,1.38,3054.67,C
10493,Syracuse,2017,6,2,Organic,2.37,3056.43,C
15950,Syracuse,2016,6,2,Organic,1.42,3058.43,A
6311,Boise,2018,11,4,Organic,1.83,3059.54,C
4396,Syracuse,2018,3,1,Organic,1.42,3061.66,C
1011,Boise,2019,1,1,Organic,1.8,3065.66,C
15153,Spokane,2016,2,1,Organic,1.42,3066.64,A
9332,Boise,2017,1,1,Organic,1.06,3071.87,C
15769,New Orleans/Mobile,2016,5,2,Organic,1.44,3075.57,A
15762,Jacksonville,2016,5,2,Organic,1.76,3079.43,A
5937,Albany,2018,9,3,Organic,1.66,3080.77,C
15049,Syracuse,2016,2,1,Organic,2.06,3082.71,A
9385,Boise,2017,1,1,Organic,1.06,3083.38,C
5642,Louisville,2018,8,3,Organic,1.57,3084.18,C
5354,Albany,2018,7,3,Organic,1.59,3087.19,C
5884,Albany,2018,9,3,Organic,1.66,3088.74,C
16723,New Orleans/Mobile,2016,9,3,Organic,1.4,3088.88,A
15208,Syracuse,2016,2,1,Organic,1.62,3092.98,A
5460,Albany,2018,7,3,Organic,1.57,3094.9,C
11365,Los Angeles,2017,10,4,Organic,2.15,3097.7,C
16593,Boise,2016,9,3,Organic,1.47,3100.87,A
9671,Miami/Ft. Lauderdale,2017,2,1,Organic,2.43,3101.87,C
11312,Los Angeles,2017,10,4,Organic,2.29,3102.3,C
11655,Spokane,2017,11,4,Organic,2.17,3113.68,C
10995,Louisville,2017,8,3,Organic,1.86,3115.79,C
15685,Syracuse,2016,5,2,Organic,1.54,3118.81,A
4509,Boise,2018,3,1,Organic,1.81,3119.2,C
17033,Indianapolis,2016,10,4,Organic,2.1,3125.55,A
17249,Louisville,2016,11,4,Organic,1.26,3129.1,A
16507,Louisville,2016,8,3,Organic,1.53,3132.72,A
15367,Syracuse,2016,3,1,Organic,1.54,3134.02,A
16160,Spokane,2016,7,3,Organic,1.69,3136.55,A
11131,Albany,2017,9,3,Organic,1.78,3139.84,C
15451,New Orleans/Mobile,2016,4,2,Organic,1.31,3140.08,A
5089,Albany,2018,6,2,Organic,1.68,3140.14,C
9491,Boise,2017,2,1,Organic,0.95,3143.96,C
4718,Albany,2018,4,2,Organic,1.48,3147.21,C
15285,Jacksonville,2016,3,1,Organic,1.7,3152.41,A
15024,Miami/Ft. Lauderdale,2016,2,1,Organic,1.44,3152.51,A
10440,Syracuse,2017,6,2,Organic,2.23,3153.41,C
6361,Albany,2018,11,4,Organic,1.46,3153.95,C
4453,Albany,2018,3,1,Organic,1.66,3154.45,C
4078,Syracuse,2018,1,1,Organic,1.27,3159.8,C
9667,Jacksonville,2017,2,1,Organic,1.68,3160.21,C
5622,Boise,2018,8,3,Organic,1.96,3160.3,C
9302,Nashville,2017,1,1,Organic,1.53,3165.75,C
9937,Louisville,2017,4,2,Organic,1.38,3166.23,C
17273,Spokane,2016,11,4,Organic,1.33,3169.8,A
15709,Jacksonville,2016,5,2,Organic,1.7,3174.26,A
15209,Tampa,2016,2,1,Organic,1.55,3176.67,A
9614,Jacksonville,2017,2,1,Organic,1.74,3179.09,C
9378,Syracuse,2017,1,1,Organic,1.53,3179.45,C
14868,New Orleans/Mobile,2016,1,1,Organic,1.48,3180.64,A
9537,Syracuse,2017,2,1,Organic,1.8,3181.84,C
15072,Indianapolis,2016,2,1,Organic,1.24,3182.4,A
10285,Albany,2017,5,2,Organic,1.84,3184.37,C
9706,Buffalo/Rochester,2017,3,1,Organic,1.89,3184.47,C
10497,Albany,2017,6,2,Organic,2.03,3185.1,C
5589,Louisville,2018,8,3,Organic,1.63,3192.46,C
10040,Jacksonville,2017,4,2,Organic,2.07,3193.74,C
16690,Spokane,2016,9,3,Organic,1.53,3194.19,A
10044,Miami/Ft. Lauderdale,2017,4,2,Organic,2.81,3197.36,C
14997,Tampa,2016,1,1,Organic,1.6,3198.3,A
10069,Syracuse,2017,4,2,Organic,2.05,3200.29,C
5778,Albany,2018,9,3,Organic,1.69,3200.4,C
11098,Jacksonville,2017,9,3,Organic,2.42,3200.72,C
17404,Indianapolis,2016,12,4,Organic,1.45,3202.84,A
4774,Boise,2018,4,2,Organic,1.82,3207.63,C
5858,New Orleans/Mobile,2018,9,3,Organic,1.41,3210.6,C
14974,New Orleans/Mobile,2016,1,1,Organic,1.43,3211.24,A
9438,Boise,2017,1,1,Organic,1.06,3212.37,C
17246,Jacksonville,2016,11,4,Organic,1.43,3212.61,A
15390,Indianapolis,2016,3,1,Organic,1.4,3215.76,A
6096,Albany,2018,10,4,Organic,1.45,3216.01,C
925,Louisville,2019,1,1,Organic,1.44,3216.86,C
15337,Indianapolis,2016,3,1,Organic,1.26,3222.83,A
17464,Nashville,2016,12,4,Organic,1.5,3223.64,A
10122,Syracuse,2017,4,2,Organic,2.08,3223.81,C
16958,Tampa,2016,10,4,Organic,1.4,3226.62,A
17035,Las Vegas,2016,10,4,Organic,2.76,3238.28,A
9535,Spokane,2017,2,1,Organic,1.09,3239.7,C
16083,Louisville,2016,6,2,Organic,1.24,3244.63,A
4105,Louisville,2018,1,1,Organic,1.48,3245.58,C
4933,Boise,2018,5,2,Organic,1.8,3245.93,C
6255,Albany,2018,11,4,Organic,1.59,3246.26,C
9281,Buffalo/Rochester,2017,1,1,Organic,1.73,3247.37,C
9461,Nashville,2017,1,1,Organic,1.41,3254.87,C
10500,Boise,2017,6,2,Organic,1.55,3263.02,C
16344,Indianapolis,2016,7,3,Organic,1.8,3264.33,A
5251,Boise,2018,7,3,Organic,1.81,3272.78,C
5248,Albany,2018,7,3,Organic,1.57,3276.81,C
5887,Boise,2018,9,3,Organic,2.09,3279.52,C
16553,Harrisburg/Scranton,2016,8,3,Organic,1.69,3284.45,A
11761,Spokane,2017,11,4,Organic,2.04,3284.64,C
11075,Tampa,2017,8,3,Organic,1.6,3287.16,C
11446,Tampa,2017,10,4,Organic,2.7,3288.85,C
17432,Spokane,2016,12,4,Organic,1.03,3288.85,A
16140,New Orleans/Mobile,2016,7,3,Organic,1.18,3290.05,A
17091,Miami/Ft. Lauderdale,2016,11,4,Organic,1.64,3297.5,A
5357,Boise,2018,7,3,Organic,1.77,3297.61,C
1035,New Orleans/Mobile,2019,1,1,Organic,1.54,3298.19,C
10387,Syracuse,2017,5,2,Organic,2.09,3299.38,C
11155,Miami/Ft. Lauderdale,2017,9,3,Organic,1.74,3299.73,C
15103,Tampa,2016,2,1,Organic,1.48,3302.62,A
17337,Buffalo/Rochester,2016,12,4,Organic,1.81,3303.41,A
10076,Boise,2017,4,2,Organic,1.23,3316.33,C
9855,Spokane,2017,3,1,Organic,1.91,3319.4,C
6258,Boise,2018,11,4,Organic,1.85,3324.85,C
17462,Miami/Ft. Lauderdale,2016,12,4,Organic,1.17,3329.28,A
5781,Boise,2018,9,3,Organic,2.1,3329.47,C
799,Boise,2019,2,1,Organic,1.65,3329.71,C
11045,Jacksonville,2017,8,3,Organic,2.45,3332.02,C
15077,Miami/Ft. Lauderdale,2016,2,1,Organic,1.45,3336.03,A
498,Jacksonville,2019,2,1,Organic,1.23,3337.9,C
9919,Buffalo/Rochester,2017,4,2,Organic,2.09,3337.9,C
6099,Boise,2018,10,4,Organic,1.82,3338.91,C
15268,Boise,2016,3,1,Organic,0.95,3340.37,A
10096,Louisville,2017,4,2,Organic,1.59,3343.82,C
4029,Albany,2018,1,1,Organic,1.54,3346.54,C
17298,Indianapolis,2016,12,4,Organic,1.63,3346.65,A
9775,Jacksonville,2017,3,1,Organic,1.7,3349.83,C
186,Nashville,2019,3,1,Organic,1.42,3365.34,C
10338,Albany,2017,5,2,Organic,1.87,3365.45,C
604,Jacksonville,2019,2,1,Organic,1.23,3366.36,C
10596,Spokane,2017,6,2,Organic,2.5,3367.89,C
4880,Boise,2018,5,2,Organic,1.79,3371.92,C
15577,Spokane,2016,4,2,Organic,1.14,3374.83,A
10860,Spokane,2017,7,3,Organic,2.38,3374.92,C
4420,Jacksonville,2018,3,1,Organic,1.53,3375.33,C
17192,Indianapolis,2016,11,4,Organic,1.59,3377.88,A
16504,Jacksonville,2016,8,3,Organic,2,3378.48,A
15497,Jacksonville,2016,4,2,Organic,1.62,3379.11,A
9515,New Orleans/Mobile,2017,2,1,Organic,1.35,3381.82,C
16886,Orlando,2016,10,4,Organic,2,3382,A
16776,New Orleans/Mobile,2016,9,3,Organic,1.5,3382.35,A
4983,Albany,2018,5,2,Organic,1.64,3389.44,C
4827,Boise,2018,5,2,Organic,1.82,3390.62,C
17139,Indianapolis,2016,11,4,Organic,1.71,3392.09,A
11049,Miami/Ft. Lauderdale,2017,8,3,Organic,1.55,3393.39,C
4897,Jacksonville,2018,5,2,Organic,1.39,3397.23,C
15789,Spokane,2016,5,2,Organic,1.61,3399.86,A
15597,Grand Rapids,2016,4,2,Organic,1.47,3402.66,A
10546,Syracuse,2017,6,2,Organic,2.42,3405.58,C
11681,Jacksonville,2017,11,4,Organic,1.94,3405.61,C
5145,Boise,2018,6,2,Organic,1.79,3410.09,C
15526,Syracuse,2016,4,2,Organic,1.59,3412.46,A
16852,Tampa,2016,10,4,Organic,2.29,3413.45,A
15080,New Orleans/Mobile,2016,2,1,Organic,1.46,3416.04,A
9508,Jacksonville,2017,2,1,Organic,1.72,3417.56,C
11763,Syracuse,2017,11,4,Organic,1.28,3420.98,C
16984,Louisville,2016,10,4,Organic,1.03,3422.91,A
9228,Buffalo/Rochester,2017,1,1,Organic,1.64,3425.49,C
11555,Albany,2017,11,4,Organic,1.5,3425.86,C
14838,Tampa,2016,1,1,Organic,1.6,3428.28,A
5725,Albany,2018,9,3,Organic,1.72,3428.71,C
6017,New Orleans/Mobile,2018,10,4,Organic,1.56,3434.91,C
392,Jacksonville,2019,3,1,Organic,1.22,3437.35,C
15791,Syracuse,2016,5,2,Organic,1.45,3438.24,A
5854,Louisville,2018,9,3,Organic,1.72,3438.94,C
17458,Jacksonville,2016,12,4,Organic,1.27,3439.46,A
180,Jacksonville,2019,3,1,Organic,1.21,3440.96,C
5162,Jacksonville,2018,6,2,Organic,1.53,3441.08,C
15342,Miami/Ft. Lauderdale,2016,3,1,Organic,1.33,3445.84,A
4403,Boise,2018,3,1,Organic,1.8,3447.36,C
286,Jacksonville,2019,3,1,Organic,1.22,3449.08,C
15550,Jacksonville,2016,4,2,Organic,1.73,3452.46,A
11476,New Orleans/Mobile,2017,10,4,Organic,1.6,3456.59,C
5198,Boise,2018,6,2,Organic,1.8,3457.43,C
6417,Boise,2018,12,4,Organic,1.84,3462.45,C
3870,Albany,2018,1,1,Organic,1.46,3463.85,C
15398,New Orleans/Mobile,2016,3,1,Organic,1.26,3468.78,A
15480,Boise,2016,4,2,Organic,1,3469.2,A
17356,Miami/Ft. Lauderdale,2016,12,4,Organic,1.37,3471.8,A
16451,Jacksonville,2016,8,3,Organic,2.1,3471.82,A
14888,Spokane,2016,1,1,Organic,1.19,3476.19,A
10150,Miami/Ft. Lauderdale,2017,4,2,Organic,2.4,3477.7,C
905,Boise,2019,1,1,Organic,1.75,3477.75,C
16874,Indianapolis,2016,10,4,Organic,1.48,3479.15,A
16136,Louisville,2016,7,3,Organic,1.05,3479.9,A
6046,Boise,2018,10,4,Organic,1.84,3481.39,C
16147,Pittsburgh,2016,7,3,Organic,1.47,3486.32,A
10478,Pittsburgh,2017,6,2,Organic,1.57,3490.48,C
14872,Orlando,2016,1,1,Organic,1.77,3490.69,A
16927,Indianapolis,2016,10,4,Organic,1.48,3492.62,A
9914,Albany,2017,4,2,Organic,1.86,3492.87,C
10023,Boise,2017,4,2,Organic,1.23,3493.39,C
16643,Albany,2016,9,3,Organic,1.68,3501.41,A
10966,Spokane,2017,8,3,Organic,2.55,3503.34,C
5516,Boise,2018,8,3,Organic,1.8,3507.48,C
5036,Albany,2018,6,2,Organic,1.64,3508.21,C
16977,Harrisburg/Scranton,2016,10,4,Organic,1.44,3509.18,A
4049,Jacksonville,2018,1,1,Organic,1.77,3510.16,C
11873,Albany,2017,12,4,Organic,1.43,3513.77,C
16402,Miami/Ft. Lauderdale,2016,8,3,Organic,1.33,3513.86,A
9970,Boise,2017,4,2,Organic,1.18,3514.61,C
5092,Boise,2018,6,2,Organic,1.78,3514.84,C
10202,Louisville,2017,5,2,Organic,1.48,3514.92,C
11154,Louisville,2017,9,3,Organic,2,3517.63,C
5533,Jacksonville,2018,8,3,Organic,1.35,3519.98,C
10668,Grand Rapids,2017,7,3,Organic,2.19,3521.61,C
15113,Charlotte,2016,2,1,Organic,1.81,3521.87,A
15144,Richmond/Norfolk,2016,2,1,Organic,1.48,3525.02,A
10757,Tampa,2017,7,3,Organic,1.56,3525.61,C
10657,Boise,2017,7,3,Organic,1.58,3526.39,C
14835,Spokane,2016,1,1,Organic,1.2,3528.15,A
10810,Tampa,2017,7,3,Organic,1.55,3528.33,C
15007,Charlotte,2016,2,1,Organic,1.82,3529.44,A
16113,Albany,2016,7,3,Organic,1.43,3529.44,A
10754,Spokane,2017,7,3,Organic,2.55,3536.14,C
16646,Boise,2016,9,3,Organic,1.29,3537.86,A
6152,Boise,2018,10,4,Organic,1.86,3539.25,C
5410,Boise,2018,7,3,Organic,1.77,3539.96,C
6202,Albany,2018,11,4,Organic,1.61,3541.7,C
15736,Spokane,2016,5,2,Organic,1.41,3542.46,A
10203,Miami/Ft. Lauderdale,2017,5,2,Organic,2.08,3542.87,C
11181,Tampa,2017,9,3,Organic,1.76,3548.76,C
9507,Indianapolis,2017,2,1,Organic,1.35,3551.43,C
15345,New Orleans/Mobile,2016,3,1,Organic,1.26,3553.39,A
4665,Albany,2018,4,2,Organic,1.77,3555.4,C
10889,Louisville,2017,8,3,Organic,1.73,3557.1,C
10694,Sacramento,2017,7,3,Organic,2.36,3562.52,C
15143,Raleigh/Greensboro,2016,2,1,Organic,1.76,3564.84,A
15496,Indianapolis,2016,4,2,Organic,1.15,3566.21,A
5056,Jacksonville,2018,6,2,Organic,1.46,3567.59,C
74,Jacksonville,2019,3,1,Organic,1.22,3569.9,B
11710,Syracuse,2017,11,4,Organic,1.45,3574.89,C
11767,Albany,2017,12,4,Organic,1.44,3577.04,C
11101,Louisville,2017,9,3,Organic,1.98,3581.73,C
9725,Miami/Ft. Lauderdale,2017,3,1,Organic,2.47,3583.84,C
15166,Charlotte,2016,2,1,Organic,1.83,3584.6,A
15656,Jacksonville,2016,5,2,Organic,1.65,3584.65,A
9681,Pittsburgh,2017,2,1,Organic,1.41,3584.79,C
1117,Boise,2019,1,1,Organic,1.72,3584.9,C
14913,Indianapolis,2016,1,1,Organic,1.13,3585.33,A
16447,Harrisburg/Scranton,2016,8,3,Organic,1.62,3590.48,A
11073,St. Louis,2017,8,3,Organic,2.84,3591.12,C
5540,New Orleans/Mobile,2018,8,3,Organic,1.13,3592.28,C
15977,Louisville,2016,6,2,Organic,1.31,3592.49,A
9546,Buffalo/Rochester,2017,2,1,Organic,1.81,3594.59,C
17136,Harrisburg/Scranton,2016,11,4,Organic,1.74,3601.66,A
16561,Miami/Ft. Lauderdale,2016,8,3,Organic,1.36,3603.58,A
16511,New Orleans/Mobile,2016,8,3,Organic,1.56,3603.85,A
15921,Jacksonville,2016,6,2,Organic,1.64,3604.28,A
14846,Buffalo/Rochester,2016,1,1,Organic,1.51,3607.37,A
9828,Jacksonville,2017,3,1,Organic,1.58,3608.19,C
9455,Jacksonville,2017,1,1,Organic,1.39,3608.79,C
15060,Charlotte,2016,2,1,Organic,1.75,3610.52,A
16401,Louisville,2016,8,3,Organic,1.32,3614.21,A
9813,Buffalo/Rochester,2017,3,1,Organic,2.05,3614.79,C
1223,Boise,2019,1,1,Organic,1.73,3616.52,C
922,Jacksonville,2019,1,1,Organic,1.28,3616.79,C
9512,Miami/Ft. Lauderdale,2017,2,1,Organic,1.41,3626.55,C
